Variable,Contribution
3TQSM_Caudate_left_meansusc,0.04439498949909167
3TQSM_SNc_left_meansusc,0.04056205183991561
3TQSM_CM_striatum_left_meansusc,0.030283504679638078
3TQSM_CM_striatum_right_meansusc,0.021172892796344808
3TQSM_OC_striatum_left_meansusc,0.019947200718098555
3TQSM_Ventralstriatum_left_meansusc,0.019895552456597014
3TQSM_TE_striatum_left_meansusc,0.01875141969027418
3TQSM_PA_striatum_right_meansusc,0.01858289069318481
3TQSM_PA_striatum_left_meansusc,0.018378275339996298
3TQSM_Putamen_right_meansusc,0.01595772913303873
3TQSM_Caudate_right_meansusc,0.007516040475405801
3TQSM_EX_striatum_right_meansusc,0.005365164556307375
3TQSM_LI_striatum_right_meansusc,0.005325363906246259
3TQSM_EX_striatum_left_meansusc,0.0046880414906730694
3TQSM_TE_striatum_right_meansusc,0.0038355740836390996
3TQSM_Putamen_left_meansusc,0.0012389141017321121
3TQSM_RM_striatum_right_meansusc,0.0003035802764063637
3TQSM_RM_striatum_left_meansusc,1.1242497226478798e-05
3TQSM_LI_striatum_left_meansusc,-0.0004848811319399556
3TQSM_Ventralstriatum_right_meansusc,-0.0022548889019477253
3TQSM_SNr_left_meansusc,-0.002930491192101099
3TQSM_SNr_right_meansusc,-0.008858023397884081
3TQSM_VTA_left_meansusc,-0.011954298253059863
3TQSM_OC_striatum_right_meansusc,-0.020439966809935855
3TQSM_VTA_right_meansusc,-0.03960760512352247
3TQSM_SNc_right_meansusc,-0.04544950419265603
