Variable,Contribution
3TQSM_PA_striatum_left_meansusc,0.11382801956815114
3TQSM_PA_striatum_right_meansusc,0.06118384066913478
3TQSM_SNc_right_meansusc,0.05584684794050119
3TQSM_CM_striatum_left_meansusc,0.050846743555721885
3TQSM_SNc_left_meansusc,0.049281963628906356
3TQSM_Caudate_left_meansusc,0.034000365497076024
3TQSM_Caudate_right_meansusc,0.019399801587301587
3TQSM_VTA_right_meansusc,0.01666613579657058
3TQSM_TE_striatum_right_meansusc,0.010616772932949404
3TQSM_TE_striatum_left_meansusc,0.01026098901098901
3TQSM_RM_striatum_right_meansusc,0.00625
3TQSM_VTA_left_meansusc,0.004563492063492064
3TQSM_SNr_left_meansusc,0.0031746031746031746
3TQSM_RM_striatum_left_meansusc,0.0011363636363636354
3TQSM_CM_striatum_right_meansusc,0.0
3TQSM_LI_striatum_left_meansusc,0.0
3TQSM_OC_striatum_left_meansusc,-5.4287065703473306e-05
3TQSM_Putamen_left_meansusc,-0.002600553041729513
3TQSM_EX_striatum_left_meansusc,-0.005408653846153846
3TQSM_EX_striatum_right_meansusc,-0.006372377622377623
3TQSM_LI_striatum_right_meansusc,-0.007692307692307691
3TQSM_Putamen_right_meansusc,-0.01008434547908232
3TQSM_OC_striatum_right_meansusc,-0.011025641025641025
3TQSM_SNr_right_meansusc,-0.011403508771929825
3TQSM_Ventralstriatum_left_meansusc,-0.013641937772372553
3TQSM_Ventralstriatum_right_meansusc,-0.01396463443677066
