Variable,Contribution
3TQSM_OC_striatum_right_meansusc,0.05209438305645737
3TQSM_Caudate_left_meansusc,0.048556454037878186
3TQSM_VTA_right_meansusc,0.045645857448539495
3TQSM_CM_striatum_left_meansusc,0.03706231016780888
3TQSM_SNc_left_meansusc,0.03637474009765032
3TQSM_CM_striatum_right_meansusc,0.03140275976460186
3TQSM_Putamen_right_meansusc,0.02828335276980788
3TQSM_Putamen_left_meansusc,0.02553495717949211
3TQSM_EX_striatum_right_meansusc,0.025488478947877924
3TQSM_Caudate_right_meansusc,0.014600164942270207
3TQSM_EX_striatum_left_meansusc,0.014416867589468207
3TQSM_OC_striatum_left_meansusc,0.01303705032497602
3TQSM_TE_striatum_right_meansusc,0.011923210504092856
3TQSM_RM_striatum_left_meansusc,0.010461701225717246
3TQSM_Ventralstriatum_left_meansusc,0.0098945509585064
3TQSM_SNr_right_meansusc,0.008916600828365534
3TQSM_Ventralstriatum_right_meansusc,0.006116593646005409
3TQSM_SNc_right_meansusc,-0.0021066980473697385
3TQSM_LI_striatum_right_meansusc,-0.0035586526762997352
3TQSM_VTA_left_meansusc,-0.005330304771481243
3TQSM_RM_striatum_right_meansusc,-0.008866360219301395
3TQSM_LI_striatum_left_meansusc,-0.009536486389427567
3TQSM_TE_striatum_left_meansusc,-0.012569244566922584
3TQSM_SNr_left_meansusc,-0.016877271149329968
3TQSM_PA_striatum_right_meansusc,-0.020447132116249767
3TQSM_PA_striatum_left_meansusc,-0.09141531945056985
