Variable,Contribution
3TQSM_Caudate_left_meansusc,0.05115127483742036
3TQSM_VTA_right_meansusc,0.042376645155669926
3TQSM_CM_striatum_left_meansusc,0.04232245434877014
3TQSM_SNc_left_meansusc,0.03433165815279828
3TQSM_CM_striatum_right_meansusc,0.02805869130869131
3TQSM_SNr_right_meansusc,0.025110275689223062
3TQSM_Ventralstriatum_right_meansusc,0.022894047619047616
3TQSM_Caudate_right_meansusc,0.021238027270635968
3TQSM_EX_striatum_right_meansusc,0.016649540274540273
3TQSM_SNc_right_meansusc,0.013324458122156334
3TQSM_OC_striatum_left_meansusc,0.011949466283057614
3TQSM_OC_striatum_right_meansusc,0.009718915343915344
3TQSM_RM_striatum_left_meansusc,0.007139249639249639
3TQSM_Putamen_right_meansusc,0.007048400916821969
3TQSM_LI_striatum_right_meansusc,0.0064552356666032805
3TQSM_EX_striatum_left_meansusc,0.0063591174906964375
3TQSM_TE_striatum_right_meansusc,0.0031403399338181953
3TQSM_Ventralstriatum_left_meansusc,0.002802512763207336
3TQSM_PA_striatum_right_meansusc,0.0022073844030365774
3TQSM_TE_striatum_left_meansusc,0.001463167504088222
3TQSM_RM_striatum_right_meansusc,-0.0009845761536938008
3TQSM_PA_striatum_left_meansusc,-0.0019760977040388784
3TQSM_LI_striatum_left_meansusc,-0.0033736383442265795
3TQSM_VTA_left_meansusc,-0.007172644120012541
3TQSM_Putamen_left_meansusc,-0.012427774911134044
3TQSM_SNr_left_meansusc,-0.017213538897749424
