Variable,Contribution
3TQSM_Caudate_left_meansusc,0.07424648662883958
3TQSM_SNc_left_meansusc,0.06637907925407925
3TQSM_CM_striatum_left_meansusc,0.06566044141044142
3TQSM_CM_striatum_right_meansusc,0.043311327561327564
3TQSM_EX_striatum_right_meansusc,0.026409692159692164
3TQSM_VTA_left_meansusc,0.020063011063011064
3TQSM_SNc_right_meansusc,0.01987666950838306
3TQSM_Caudate_right_meansusc,0.018235915453306762
3TQSM_RM_striatum_right_meansusc,0.013781654075771723
3TQSM_VTA_right_meansusc,0.006391297428062136
3TQSM_EX_striatum_left_meansusc,0.005234857978279031
3TQSM_SNr_left_meansusc,0.004975443659654188
3TQSM_Putamen_right_meansusc,0.004248246879825827
3TQSM_Putamen_left_meansusc,0.00386159844054581
3TQSM_LI_striatum_right_meansusc,0.0036001944105659277
3TQSM_Ventralstriatum_left_meansusc,0.003590982286634461
3TQSM_OC_striatum_right_meansusc,0.003167362851573377
3TQSM_TE_striatum_left_meansusc,0.0028989148579941417
3TQSM_RM_striatum_left_meansusc,0.0026764346764346775
3TQSM_PA_striatum_right_meansusc,-0.0008827090783612513
3TQSM_TE_striatum_right_meansusc,-0.005640339933818194
3TQSM_OC_striatum_left_meansusc,-0.006292087542087542
3TQSM_LI_striatum_left_meansusc,-0.009832244008714597
3TQSM_SNr_right_meansusc,-0.012516483516483516
3TQSM_Ventralstriatum_right_meansusc,-0.01956547619047619
3TQSM_PA_striatum_left_meansusc,-0.05647286290707343
