Variable,Contribution
Right_Caudal_motor_9,0.09598383614672819
Left_Temporal_9,0.07744314736690898
Right_Parietal_9,0.029912047511312222
Left_Executive_8,0.011335571227018594
Right_Occipital_9,0.007050893550893552
Right_Rostral_motor_8,0.004446053644423209
Left_Occipital_9,0.0017231893278719902
Right_Temporal_9,0.0016557010456004257
Left_Rostral_motor_9,0.0013387633393438343
Left_Rostral_motor_8,0.00028563348416289574
Left_Limbic_9,-0.0005134794471094778
Right_Occipital_8,-0.0007897886427298195
Left_Limbic_8,-0.0014059551559551559
Left_Occipital_8,-0.0025563406536703755
Right_Executive_8,-0.004871691539454698
Right_Rostral_motor_9,-0.005761154780891623
Left_Temporal_8,-0.006065466863269395
Right_Temporal_8,-0.0062414529914529915
Left_Parietal_8,-0.006910861004320757
Right_Caudal_motor_8,-0.007323862175835861
Right_Limbic_8,-0.008446867545938753
Right_Parietal_8,-0.010668581955540159
Left_Parietal_9,-0.01103181513319991
Left_Caudal_motor_9,-0.013690575592278377
Right_Executive_9,-0.018248753246237766
Left_Executive_9,-0.019692493694815672
Left_Caudal_motor_8,-0.0206888535441167
Right_Limbic_9,-0.023382227292831004
