Variable,Contribution
3TQSM_PA_striatum_left_meansusc,0.11382801956815114
3TQSM_PA_striatum_right_meansusc,0.057654428904428914
3TQSM_Caudate_left_meansusc,0.014000365497076023
3TQSM_TE_striatum_left_meansusc,0.013460393772893773
3TQSM_Putamen_left_meansusc,0.013232780291603824
3TQSM_LI_striatum_right_meansusc,0.012307692307692308
3TQSM_Caudate_right_meansusc,0.010892857142857143
3TQSM_EX_striatum_left_meansusc,0.008653846153846154
3TQSM_SNc_right_meansusc,0.00813745808714849
3TQSM_Ventralstriatum_left_meansusc,0.006596157465722686
3TQSM_SNr_left_meansusc,0.0031746031746031746
3TQSM_RM_striatum_left_meansusc,0.0028907496012759173
3TQSM_SNc_left_meansusc,0.002859452316689157
3TQSM_VTA_left_meansusc,0.002777777777777779
3TQSM_LI_striatum_left_meansusc,0.0
3TQSM_CM_striatum_right_meansusc,0.0
3TQSM_OC_striatum_left_meansusc,-5.4287065703473306e-05
3TQSM_Ventralstriatum_right_meansusc,-0.0029352226720647774
3TQSM_VTA_right_meansusc,-0.0033338642034294237
3TQSM_Putamen_right_meansusc,-0.00450353739827424
3TQSM_RM_striatum_right_meansusc,-0.00625
3TQSM_EX_striatum_right_meansusc,-0.006372377622377623
3TQSM_OC_striatum_right_meansusc,-0.009463141025641025
3TQSM_CM_striatum_left_meansusc,-0.00959081424251703
3TQSM_SNr_right_meansusc,-0.011403508771929825
3TQSM_TE_striatum_right_meansusc,-0.024252136752136753
