Variable,Contribution
3TQSM_Caudate_left_meansusc,0.0452524852280876
3TQSM_SNc_left_meansusc,0.04209135892288067
3TQSM_EX_striatum_left_meansusc,0.03710443722943723
3TQSM_TE_striatum_right_meansusc,0.03441278361015203
3TQSM_Putamen_left_meansusc,0.034349863643981286
3TQSM_OC_striatum_right_meansusc,0.02917063492063492
3TQSM_CM_striatum_left_meansusc,0.027198419056004203
3TQSM_VTA_right_meansusc,0.02453547981808851
3TQSM_SNc_right_meansusc,0.017681745642271957
3TQSM_Putamen_right_meansusc,0.015692307692307693
3TQSM_SNr_right_meansusc,0.01152657010745246
3TQSM_SNr_left_meansusc,0.0048270929849877214
3TQSM_OC_striatum_left_meansusc,0.004100756269873917
3TQSM_LI_striatum_left_meansusc,0.0020833333333333337
3TQSM_EX_striatum_right_meansusc,0.0008944099378881998
3TQSM_Ventralstriatum_left_meansusc,-0.0002851966873705986
3TQSM_RM_striatum_left_meansusc,-0.002390572390572391
3TQSM_RM_striatum_right_meansusc,-0.005778388278388279
3TQSM_LI_striatum_right_meansusc,-0.009219393179919495
3TQSM_Caudate_right_meansusc,-0.013429824561403509
3TQSM_Ventralstriatum_right_meansusc,-0.01598882623224728
3TQSM_PA_striatum_right_meansusc,-0.02448740148740149
3TQSM_VTA_left_meansusc,-0.032228683597104645
3TQSM_TE_striatum_left_meansusc,-0.036344430391004635
3TQSM_PA_striatum_left_meansusc,-0.058664703531189584
3TQSM_CM_striatum_right_meansusc,-0.059511665468187216
