Variable,Contribution
3TQSM_SNc_right_meansusc,0.07911284664767634
3TQSM_Putamen_right_meansusc,0.056017919988508226
3TQSM_Caudate_left_meansusc,0.05167713317384369
3TQSM_EX_striatum_right_meansusc,0.03882783882783883
3TQSM_OC_striatum_right_meansusc,0.029807692307692306
3TQSM_OC_striatum_left_meansusc,0.025188768489852083
3TQSM_RM_striatum_right_meansusc,0.015224358974358972
3TQSM_Caudate_right_meansusc,0.012078373015873018
3TQSM_VTA_left_meansusc,0.01095238095238095
3TQSM_Ventralstriatum_right_meansusc,0.009437621202327084
3TQSM_TE_striatum_right_meansusc,0.007491772932949403
3TQSM_Putamen_left_meansusc,0.00573278029160382
3TQSM_SNr_left_meansusc,0.0031746031746031746
3TQSM_LI_striatum_right_meansusc,0.002307692307692308
3TQSM_LI_striatum_left_meansusc,0.0
3TQSM_CM_striatum_right_meansusc,0.0
3TQSM_Ventralstriatum_left_meansusc,-0.0007252711057058866
3TQSM_VTA_right_meansusc,-0.003419334288899509
3TQSM_EX_striatum_left_meansusc,-0.005408653846153846
3TQSM_RM_striatum_left_meansusc,-0.005442583732057417
3TQSM_CM_striatum_left_meansusc,-0.012763384706109165
3TQSM_SNr_right_meansusc,-0.019736842105263157
3TQSM_PA_striatum_right_meansusc,-0.0299092329239388
3TQSM_TE_striatum_left_meansusc,-0.03283424908424908
3TQSM_PA_striatum_left_meansusc,-0.050698716166014936
3TQSM_SNc_left_meansusc,-0.0754524886877828
