Variable,Contribution
3TQSM_VTA_right_meansusc,0.09253295417521759
3TQSM_PA_striatum_left_meansusc,0.06244520640228341
3TQSM_Caudate_left_meansusc,0.05599097661597662
3TQSM_SNc_right_meansusc,0.04262069170764823
3TQSM_SNc_left_meansusc,0.039029144588355116
3TQSM_CM_striatum_right_meansusc,0.02239594751939953
3TQSM_PA_striatum_right_meansusc,0.01553382864412276
3TQSM_VTA_left_meansusc,0.012484185648659335
3TQSM_EX_striatum_right_meansusc,0.011654698551723722
3TQSM_Putamen_right_meansusc,0.00930647225151869
3TQSM_Caudate_right_meansusc,0.008173185474656064
3TQSM_Putamen_left_meansusc,0.0060407787604079164
3TQSM_Ventralstriatum_left_meansusc,0.005917920773183932
3TQSM_SNr_left_meansusc,0.00570934620934621
3TQSM_RM_striatum_left_meansusc,0.005428029414013396
3TQSM_LI_striatum_left_meansusc,0.004755350858292034
3TQSM_SNr_right_meansusc,0.0044782135076252725
3TQSM_EX_striatum_left_meansusc,0.003686331742446293
3TQSM_OC_striatum_left_meansusc,0.002812441800831894
3TQSM_LI_striatum_right_meansusc,0.002762045144398086
3TQSM_RM_striatum_right_meansusc,0.0013256600484861355
3TQSM_Ventralstriatum_right_meansusc,-0.002738435856082915
3TQSM_CM_striatum_left_meansusc,-0.0070540948123731795
3TQSM_TE_striatum_right_meansusc,-0.007323545119597751
3TQSM_OC_striatum_right_meansusc,-0.015399077530656478
3TQSM_TE_striatum_left_meansusc,-0.03500415395577934
