Variable,Contribution
3TQSM_Caudate_left_meansusc,0.04895388993531409
3TQSM_OC_striatum_right_meansusc,0.04529776300983732
3TQSM_VTA_right_meansusc,0.04296881227149432
3TQSM_CM_striatum_right_meansusc,0.03830181822248386
3TQSM_SNc_right_meansusc,0.03666422084854915
3TQSM_CM_striatum_left_meansusc,0.03287977048526919
3TQSM_SNc_left_meansusc,0.03027541349832371
3TQSM_Putamen_left_meansusc,0.025998160642695573
3TQSM_EX_striatum_right_meansusc,0.02174338090866224
3TQSM_Putamen_right_meansusc,0.020019209505664614
3TQSM_Caudate_right_meansusc,0.01793349827560354
3TQSM_EX_striatum_left_meansusc,0.014156246674435527
3TQSM_RM_striatum_left_meansusc,0.011854475118491137
3TQSM_Ventralstriatum_right_meansusc,0.011672149201560964
3TQSM_SNr_left_meansusc,0.01119888374725836
3TQSM_TE_striatum_right_meansusc,0.00977506235594471
3TQSM_LI_striatum_left_meansusc,0.007019069166127988
3TQSM_Ventralstriatum_left_meansusc,0.005450106514061957
3TQSM_LI_striatum_right_meansusc,-0.00022531934296640224
3TQSM_OC_striatum_left_meansusc,-0.00038651140740924016
3TQSM_VTA_left_meansusc,-0.0006854245971893036
3TQSM_SNr_right_meansusc,-0.009552017541568624
3TQSM_RM_striatum_right_meansusc,-0.009709614187555364
3TQSM_PA_striatum_right_meansusc,-0.014266576560694213
3TQSM_TE_striatum_left_meansusc,-0.01567043504311306
3TQSM_PA_striatum_left_meansusc,-0.07256346759871797
