Variable,Contribution
Right_Caudal_motor_9,0.049622414622414616
Left_Parietal_9,0.028234935787180372
Right_Occipital_8,0.025092592592592593
Left_Temporal_9,0.023526525074512687
Left_Limbic_9,0.0204281537176274
Right_Executive_9,0.016360551213492388
Right_Parietal_8,0.014689542483660131
Left_Limbic_8,0.014098374392492041
Right_Temporal_9,0.013403263403263402
Right_Limbic_8,0.012233534439416794
Left_Occipital_9,0.011629273504273504
Right_Temporal_8,0.009295410471881062
Left_Temporal_8,0.008417022792022794
Right_Caudal_motor_8,0.0063519813519813525
Left_Rostral_motor_8,0.0045475589225589235
Right_Occipital_9,0.004336311836311836
Left_Caudal_motor_8,0.003981106612685561
Right_Rostral_motor_9,0.0033564814814814816
Left_Parietal_8,0.0025000000000000005
Right_Rostral_motor_8,0.0009803921568627449
Left_Rostral_motor_9,-0.0015905853405853432
Left_Executive_8,-0.0021983408748114637
Right_Parietal_9,-0.004822740612214299
Right_Executive_8,-0.010718325791855202
Left_Caudal_motor_9,-0.034877622377622375
Left_Occipital_8,-0.047031775485722856
Left_Executive_9,-0.04843960362536214
Right_Limbic_9,-0.06443207377417903
