Variable,Contribution
Left_Temporal_9,0.038497598577319936
Left_Rostral_motor_9,0.035235363535673137
Right_Caudal_motor_9,0.034214620746657355
Right_Executive_9,0.026924415359197974
Left_Executive_9,0.019134392840275193
Left_Occipital_8,0.01693886070356659
Right_Parietal_9,0.01490218505563774
Right_Occipital_8,0.014527076552618349
Right_Temporal_9,0.012233109483109485
Right_Limbic_9,0.012008988832518245
Left_Parietal_9,0.010111182907319667
Left_Limbic_9,0.009847243800804173
Right_Rostral_motor_8,0.007247243497243498
Right_Executive_8,0.006987933634992459
Left_Limbic_8,0.006786900320182053
Left_Caudal_motor_9,0.0053747188484030576
Left_Parietal_8,0.005203858061443202
Right_Occipital_9,0.004875017483376616
Right_Rostral_motor_9,0.0045751633986928116
Right_Limbic_8,0.0024571042992095633
Left_Occipital_9,0.002252024291497975
Left_Rostral_motor_8,-0.001511078790490555
Right_Temporal_8,-0.0018383838383838377
Right_Parietal_8,-0.003198005698005698
Left_Executive_8,-0.016282995756679967
Right_Caudal_motor_8,-0.01678247406188583
Left_Temporal_8,-0.06191443036953873
Left_Caudal_motor_8,-0.09111532602244676
