Variable,Contribution
3TQSM_SNc_left_meansusc,0.07514881410585746
3TQSM_PA_striatum_left_meansusc,0.05301227058115604
3TQSM_PA_striatum_right_meansusc,0.049166749503992066
3TQSM_VTA_right_meansusc,0.036041904456277175
3TQSM_SNc_right_meansusc,0.028995643646572446
3TQSM_VTA_left_meansusc,0.017985067707203928
3TQSM_CM_striatum_left_meansusc,0.011243565836754692
3TQSM_LI_striatum_right_meansusc,0.006776239698840317
3TQSM_CM_striatum_right_meansusc,0.00633445407361816
3TQSM_RM_striatum_right_meansusc,0.004306784589679326
3TQSM_Ventralstriatum_left_meansusc,0.0036139874244598977
3TQSM_Putamen_left_meansusc,0.0018355331471497848
3TQSM_Ventralstriatum_right_meansusc,0.0013507176374823438
3TQSM_LI_striatum_left_meansusc,0.0012647157337559811
3TQSM_SNr_left_meansusc,1.893340863929153e-05
3TQSM_TE_striatum_left_meansusc,-0.0024235296866875816
3TQSM_RM_striatum_left_meansusc,-0.0030321264886482274
3TQSM_OC_striatum_left_meansusc,-0.006807440177516905
3TQSM_EX_striatum_left_meansusc,-0.009400327899940903
3TQSM_TE_striatum_right_meansusc,-0.010200893605305371
3TQSM_Putamen_right_meansusc,-0.014234844504194348
3TQSM_SNr_right_meansusc,-0.016051092426092428
3TQSM_OC_striatum_right_meansusc,-0.0227546681331511
3TQSM_Caudate_right_meansusc,-0.027812043257291606
3TQSM_EX_striatum_right_meansusc,-0.04099333415122889
3TQSM_Caudate_left_meansusc,-0.057615850452150744
