Variable,Contribution
3TQSM_PA_striatum_left_meansusc,0.07177467984085632
3TQSM_CM_striatum_right_meansusc,0.05612128147822724
3TQSM_SNc_left_meansusc,0.042843273674795415
3TQSM_VTA_left_meansusc,0.03572382549511033
3TQSM_VTA_right_meansusc,0.02435683493356127
3TQSM_SNc_right_meansusc,0.024007487882487882
3TQSM_SNr_right_meansusc,0.020605001480001484
3TQSM_TE_striatum_left_meansusc,0.018871686825112588
3TQSM_Ventralstriatum_right_meansusc,0.0136905683325962
3TQSM_Caudate_left_meansusc,0.012432943658546027
3TQSM_RM_striatum_right_meansusc,0.009658119658119657
3TQSM_Putamen_left_meansusc,0.009023569023569024
3TQSM_OC_striatum_left_meansusc,0.006808972889855242
3TQSM_Putamen_right_meansusc,0.006516483516483517
3TQSM_SNr_left_meansusc,0.0048270929849877214
3TQSM_LI_striatum_right_meansusc,0.0035231796067709377
3TQSM_RM_striatum_left_meansusc,0.002974867724867725
3TQSM_Caudate_right_meansusc,-0.0006798245614035098
3TQSM_EX_striatum_right_meansusc,-0.002531360370235049
3TQSM_EX_striatum_left_meansusc,-0.0028409090909090906
3TQSM_OC_striatum_right_meansusc,-0.006716275984077842
3TQSM_Ventralstriatum_left_meansusc,-0.013267249765011913
3TQSM_PA_striatum_right_meansusc,-0.018936201053848113
3TQSM_LI_striatum_left_meansusc,-0.019166666666666665
3TQSM_TE_striatum_right_meansusc,-0.020342592592592593
3TQSM_CM_striatum_left_meansusc,-0.036686196328611184
