Variable,Contribution
3TQSM_SNc_left_meansusc,0.08049634833690561
3TQSM_VTA_right_meansusc,0.0706043956043956
3TQSM_PA_striatum_left_meansusc,0.023793574524031177
3TQSM_OC_striatum_right_meansusc,0.02196314102564103
3TQSM_CM_striatum_left_meansusc,0.014852129294853753
3TQSM_SNr_right_meansusc,0.011403508771929824
3TQSM_Putamen_right_meansusc,0.007444713868862475
3TQSM_EX_striatum_right_meansusc,0.006372377622377623
3TQSM_RM_striatum_right_meansusc,0.00625
3TQSM_OC_striatum_left_meansusc,0.0029239766081871343
3TQSM_LI_striatum_left_meansusc,0.0
3TQSM_CM_striatum_right_meansusc,0.0
3TQSM_SNr_left_meansusc,0.0
3TQSM_VTA_left_meansusc,-0.0027777777777777775
3TQSM_Ventralstriatum_right_meansusc,-0.0031253833885412836
3TQSM_Putamen_left_meansusc,-0.004899446958270487
3TQSM_Ventralstriatum_left_meansusc,-0.00555860805860806
3TQSM_Caudate_left_meansusc,-0.006677133173843701
3TQSM_TE_striatum_right_meansusc,-0.007491772932949404
3TQSM_EX_striatum_left_meansusc,-0.008653846153846154
3TQSM_Caudate_right_meansusc,-0.010892857142857143
3TQSM_RM_striatum_left_meansusc,-0.011278195488721804
3TQSM_LI_striatum_right_meansusc,-0.012307692307692308
3TQSM_TE_striatum_left_meansusc,-0.013460393772893773
3TQSM_SNc_right_meansusc,-0.02280098857111241
3TQSM_PA_striatum_right_meansusc,-0.0576544289044289
