Variable,Contribution
Right_Caudal_motor_9,0.13410790598290598
Right_Limbic_9,0.06443207377417903
Left_Occipital_8,0.04777582310477047
Left_Executive_8,0.028333333333333335
Right_Executive_8,0.02425999245852187
Left_Parietal_9,0.018854847494553382
Left_Rostral_motor_9,0.011515049278207174
Right_Temporal_8,0.00835164835164835
Right_Rostral_motor_9,0.008333333333333333
Right_Executive_9,0.004785696329813975
Left_Executive_9,0.0024645698871705074
Right_Rostral_motor_8,0.002222222222222222
Left_Caudal_motor_8,0.0
Left_Parietal_8,0.0
Right_Occipital_8,-0.0012830687830687822
Right_Temporal_9,-0.0037878787878787884
Left_Temporal_8,-0.00462962962962963
Left_Rostral_motor_8,-0.007291666666666667
Left_Occipital_9,-0.010438797313797314
Left_Caudal_motor_9,-0.011772704419763243
Right_Parietal_9,-0.011843926054452369
Right_Limbic_8,-0.012233534439416794
Right_Parietal_8,-0.014689542483660131
Left_Limbic_9,-0.014912280701754385
Right_Caudal_motor_8,-0.018851981351981354
Right_Occipital_9,-0.019151126651126654
Left_Limbic_8,-0.022431707725825374
Left_Temporal_9,-0.027759676182663794
