Variable,Contribution
3TQSM_PA_striatum_left_meansusc,0.06275464193765783
3TQSM_VTA_right_meansusc,0.04514542732310937
3TQSM_Caudate_left_meansusc,0.04307973631116045
3TQSM_CM_striatum_right_meansusc,0.041124430308253836
3TQSM_SNc_right_meansusc,0.039015855325183625
3TQSM_SNc_left_meansusc,0.03527735927929427
3TQSM_OC_striatum_right_meansusc,0.034468790812444056
3TQSM_CM_striatum_left_meansusc,0.019154660640880186
3TQSM_PA_striatum_right_meansusc,0.014694024213374055
3TQSM_SNr_right_meansusc,0.012335904721353637
3TQSM_SNr_left_meansusc,0.009421105969480583
3TQSM_Caudate_right_meansusc,0.005339481181586446
3TQSM_OC_striatum_left_meansusc,0.0037975333060472375
3TQSM_VTA_left_meansusc,0.0036850027337643437
3TQSM_EX_striatum_right_meansusc,0.0029086659160525094
3TQSM_TE_striatum_right_meansusc,0.002205893220986101
3TQSM_RM_striatum_right_meansusc,0.0008097094839422201
3TQSM_RM_striatum_left_meansusc,-0.0003517307127146938
3TQSM_EX_striatum_left_meansusc,-0.0009485500452992714
3TQSM_LI_striatum_right_meansusc,-0.0010586526762997356
3TQSM_Putamen_left_meansusc,-0.0036787803357159927
3TQSM_LI_striatum_left_meansusc,-0.007213471713471715
3TQSM_Putamen_right_meansusc,-0.010915371164210175
3TQSM_Ventralstriatum_right_meansusc,-0.01509547097782392
3TQSM_TE_striatum_left_meansusc,-0.016165126081921742
3TQSM_Ventralstriatum_left_meansusc,-0.0373551715412161
