Variable,Contribution
3TQSM_Caudate_left_meansusc,0.046295505606651126
3TQSM_VTA_right_meansusc,0.044674624953649725
3TQSM_CM_striatum_right_meansusc,0.03714482576247282
3TQSM_Ventralstriatum_right_meansusc,0.03287500000000001
3TQSM_Caudate_right_meansusc,0.016199565732174424
3TQSM_EX_striatum_right_meansusc,0.016157116032116035
3TQSM_TE_striatum_left_meansusc,0.012296500837421554
3TQSM_EX_striatum_left_meansusc,0.010054824561403511
3TQSM_RM_striatum_right_meansusc,0.006793201624083978
3TQSM_RM_striatum_left_meansusc,0.006230158730158729
3TQSM_LI_striatum_right_meansusc,0.002689001900369514
3TQSM_Ventralstriatum_left_meansusc,0.002088227048921622
3TQSM_OC_striatum_left_meansusc,0.0011994662830576144
3TQSM_SNr_left_meansusc,0.00030746950561192087
3TQSM_Putamen_right_meansusc,0.00014064200906306056
3TQSM_VTA_left_meansusc,-0.0014504218977903188
3TQSM_TE_striatum_right_meansusc,-0.003970771177292915
3TQSM_PA_striatum_right_meansusc,-0.004141100445448271
3TQSM_OC_striatum_right_meansusc,-0.007899505708716234
3TQSM_SNr_right_meansusc,-0.0105478439688966
3TQSM_LI_striatum_left_meansusc,-0.01337363834422658
3TQSM_Putamen_left_meansusc,-0.01476543724879638
3TQSM_CM_striatum_left_meansusc,-0.018383395357079568
3TQSM_SNc_left_meansusc,-0.030952973881833757
3TQSM_SNc_right_meansusc,-0.031625358727660514
3TQSM_PA_striatum_left_meansusc,-0.035443091236821885
