Variable,Contribution
3TQSM_VTA_right_meansusc,0.09094444444444445
3TQSM_SNc_left_meansusc,0.06370010381775089
3TQSM_Caudate_left_meansusc,0.04546517437384311
3TQSM_PA_striatum_left_meansusc,0.03928924508297574
3TQSM_SNc_right_meansusc,0.03055314009661836
3TQSM_CM_striatum_right_meansusc,0.023652236652236654
3TQSM_CM_striatum_left_meansusc,0.023588662312346523
3TQSM_EX_striatum_right_meansusc,0.019743025493025493
3TQSM_Putamen_left_meansusc,0.01960754251195428
3TQSM_Caudate_right_meansusc,0.017569248786640092
3TQSM_VTA_left_meansusc,0.013872534872534871
3TQSM_TE_striatum_right_meansusc,0.010410484242005982
3TQSM_EX_striatum_left_meansusc,0.007623746867167919
3TQSM_RM_striatum_left_meansusc,0.006105006105006107
3TQSM_Putamen_right_meansusc,0.005748246879825827
3TQSM_OC_striatum_right_meansusc,0.005042362851573377
3TQSM_PA_striatum_right_meansusc,0.0037760210803689078
3TQSM_SNr_left_meansusc,0.0011784511784511786
3TQSM_Ventralstriatum_left_meansusc,-0.003251122976523434
3TQSM_LI_striatum_right_meansusc,-0.004627458053928643
3TQSM_OC_striatum_left_meansusc,-0.004958754208754209
3TQSM_SNr_right_meansusc,-0.00509699730094467
3TQSM_RM_striatum_right_meansusc,-0.007024230399230399
3TQSM_TE_striatum_left_meansusc,-0.007517751808672524
3TQSM_LI_striatum_left_meansusc,-0.008420479302832245
3TQSM_Ventralstriatum_right_meansusc,-0.01956547619047619
