Variable,Contribution
3TQSM_PA_striatum_left_meansusc,0.07672508353309941
3TQSM_SNc_left_meansusc,0.049048125550060544
3TQSM_PA_striatum_right_meansusc,0.047272971581795116
3TQSM_VTA_right_meansusc,0.032477880639897726
3TQSM_OC_striatum_right_meansusc,0.024878195735006884
3TQSM_CM_striatum_left_meansusc,0.01952820376442331
3TQSM_Caudate_left_meansusc,0.018090216843699814
3TQSM_SNc_right_meansusc,0.014731428600539508
3TQSM_Ventralstriatum_left_meansusc,0.008134335053553654
3TQSM_OC_striatum_left_meansusc,0.006526165784679716
3TQSM_EX_striatum_right_meansusc,0.005098208399712639
3TQSM_VTA_left_meansusc,0.0046247721147101946
3TQSM_RM_striatum_right_meansusc,0.002693112845286758
3TQSM_LI_striatum_left_meansusc,0.001574074074074074
3TQSM_EX_striatum_left_meansusc,0.001551449954700729
3TQSM_TE_striatum_right_meansusc,-3.0115653180667705e-05
3TQSM_RM_striatum_left_meansusc,-0.00014761465333547663
3TQSM_LI_striatum_right_meansusc,-0.0005717245717245722
3TQSM_Putamen_left_meansusc,-0.0022364277536575288
3TQSM_TE_striatum_left_meansusc,-0.005625135299283906
3TQSM_CM_striatum_right_meansusc,-0.006932130233600823
3TQSM_Caudate_right_meansusc,-0.009050281833176571
3TQSM_Putamen_right_meansusc,-0.0098688204926595
3TQSM_SNr_right_meansusc,-0.014693747156982451
3TQSM_Ventralstriatum_right_meansusc,-0.015053383435736381
3TQSM_SNr_left_meansusc,-0.01630894595600478
