Variable,Contribution
Left_Caudal_motor_8,0.046806333902309136
Left_Rostral_motor_9,0.036263685975760275
Right_Caudal_motor_9,0.02835671841507081
Left_Temporal_8,0.02002876185848322
Right_Executive_8,0.01410914575620458
Left_Caudal_motor_9,0.011596941070625281
Right_Caudal_motor_8,0.010977964330131514
Right_Temporal_9,0.010963268213268216
Left_Limbic_8,0.008449095022624434
Left_Occipital_8,0.007403421741657036
Right_Occipital_8,0.007104418600548632
Left_Parietal_8,0.006797264654849795
Right_Limbic_9,0.005781475605005017
Right_Occipital_9,0.004775811134170267
Left_Rostral_motor_8,0.00367410639469463
Right_Limbic_8,0.003323158323158324
Right_Temporal_8,0.0006060606060606063
Left_Parietal_9,-0.0019258541297173689
Right_Rostral_motor_9,-0.0020915032679738555
Left_Occipital_9,-0.0031175081368579826
Left_Executive_9,-0.003854244998207846
Right_Parietal_8,-0.003938746438746438
Right_Rostral_motor_8,-0.0040086487586487585
Right_Executive_9,-0.01704754067467757
Left_Executive_8,-0.02478202109781057
Right_Parietal_9,-0.02545671687834159
Left_Limbic_9,-0.05379298794314273
Left_Temporal_9,-0.1026428849215227
